Column1,Column2,Column3,Column4,Column5,Column6,,
平成25年度午前第23問,民法,エ,ＡのＦに対する土地の贈与が減殺され、Ｆが当該土地を返還すべき場合には、Ｆは、当該土地のほか、当該贈与に基づき当該土地の引渡しを受けた日以後の果実を返還しなければならない。,没問,※法改正により全体が没問。現行法では「現物返還」の制度そのものが廃止され、金銭債権の支払請求（遺留分侵害額請求）となったため、本肢の前提が存在しない。,,
平成25年度午前第23問,民法,オ,ＡがＧに対して土地を遺贈し、その履行がされた後に当該遺贈が減殺された場合において、Ｇが価額の弁償により当該土地の返還を免れる効果を生ずるためには、価額の弁償を現実に履行するか、又はその弁済の提供をしなければならず、価額の弁償をすべき旨の意思表示をしただけでは足りない。,没問,※法改正により全体が没問。旧法下における「現物返還の例外としての価額弁償」の制度は廃止された。,,
平成25年度午前第24問,刑法,ア,Ａは、乗用車のトランク内にＢを入れて監禁し、信号待ちのため路上で停車していたところ、後方から脇見をしながら運転してきたトラックに追突され、Ｂが死亡した。この場合において、Ａの監禁行為とＢの死亡の結果との間には、因果関係がある。,○,判例（最決平18.3.27）。監禁という危険な状態に置いた行為と、他車の追突による死亡結果との間には、経験則上相当因果関係が認められ、監禁致死罪が成立する。,,
平成25年度午前第24問,刑法,イ,Ａは、Ｂの腹部をナイフで突き刺し、重傷を負わせたところ、Ｂは、医師の治療により一命を取り留めたものの、長期入院をしていた間に恋人に振られたため、前途を悲観して自殺した。この場合において、Ａがナイフで刺した行為とＢの死亡の結果との間には、因果関係がある。,×,被害者の独自の意思に基づく自殺という異常な介在事情があるため、刺突行為と死亡結果との間の相当因果関係は否定され、殺人未遂罪にとどまる。,,
平成25年度午前第24問,刑法,ウ,柔道整復師Ａは、医師免許はないものの、客の健康相談に応じて治療方法の指導を行っていたが、風邪の症状を訴えていたＢに対し、水分や食事を控えて汗をかけなどと誤った治療方法を繰り返し指示したところ、これに忠実に従ったＢは、病状を悪化させて死亡した。この場合において、Ａの指示とＢの死亡の結果との間には、因果関係がない。,×,判例。被害者が指示を信じて忠実に従った結果として死亡した場合、指示行為が結果を惹起した現実的危険性を有しており、因果関係は肯定される。,,
平成25年度午前第24問,刑法,エ,Ａは、Ｂの頭部等を多数回殴打するなどの暴行を加えて脳出血等の傷害を負わせた上で、路上に放置したところ、その傷害によりＢが死亡したが、Ｂの死亡前、たまたま通り掛かったＣが路上に放置されていたＢの頭部を軽く蹴ったことから、Ｂの死期が早められた。この場合において、Ａの暴行とＢの死亡の結果との間には、因果関係がない。,×,判例（最決平2.11.20）。Ａの暴行自体が致死的なものであり、第三者Ｃの軽微な暴行が死期を早めたとしても、Ａの暴行と死亡結果との間の因果関係は断絶しない。,,
平成25年度午前第24問,刑法,オ,Ａは、多数の仲間らと共に、長時間にわたり、激しく、かつ、執ようにＢに暴行を加え、隙を見て逃げ出したＢを追い掛けて捕まえようとしたところ、極度に畏怖していたＢは、交通量の多い幹線道路を横切って逃げようとして、走ってきた自動車に衝突して死亡した。この場合において、Ａの暴行とＢの死亡の結果との間には、因果関係がある。,○,判例（最決平15.7.16）。極度の畏怖状態にある被害者が逃走中に車に轢かれて死亡する事態は、暴行・追跡行為に内在する危険が現実化したものとして因果関係が認められる。,,
平成25年度午前第25問,刑法,ア,Ａは、Ｂと口論になり、鉄パイプで腕を殴られたため、Ｂから鉄パイプを奪った上、逃げようとしたＢを追い掛けて、その鉄パイプで後ろからＢの頭部を殴り付け、全治1週間程度のけがを負わせた。この場合において、ＡがＢを殴った行為について、正当防衛が成立する。,×,相手が逃走を開始した段階で「急迫不正の侵害」は終了しており、追いかけて背後から攻撃する行為に正当防衛は成立しない。,,
平成25年度午前第25問,刑法,イ,Ａは、散歩中、塀越しにＢ方の庭をのぞいたところ、前日に自宅から盗まれたＡ所有の自転車が置かれていたのを発見したため、直ちにＢ方の門扉の鍵を壊して立ち入り、自転車を自宅に持ち帰った。この場合において、ＡがＢ方の門扉の鍵を壊して立ち入り、自転車を持ち出した行為について、正当防衛が成立する。,×,窃盗被害に遭った翌日に他人の敷地に侵入して取り返す行為は、侵害の急迫性を欠き、いわゆる自力救済であって正当防衛には当たらない。,,
平成25年度午前第25問,刑法,ウ,女性であるＡは、人通りの少ない夜道を帰宅中、見知らぬ男性Ｂに絡まれ、腕を強い力でつかまれて暗い脇道に連れ込まれそうになったため、Ｂの手を振りほどきながら、両手でＢの胸部を強く突いたところ、Ｂは、よろけて転倒し、縁石に頭を打って、全治1週間程度のけがを負った。この場合において、ＡがＢを突いた行為について、正当防衛が成立する。,○,判例（最決平元.11.13）。突然の不当な身体的拘束から逃れるためにとっさに相手を突き飛ばす行為は、防衛行為として相当性が認められ正当防衛が成立する。,,
平成25年度午前第25問,刑法,エ,暴走族のメンバーであるＡは、当該暴走族の集会に際して対立関係にある暴走族のメンバーであるＢらが襲撃してくるのではないかと予想し、返り討ちにしてやろうと考えて角材を用意して待ち構えていたところ、Ｂがバットを手にして向かってきたため、用意していた角材で殴り掛かり、Ｂに全治1週間程度のけがを負わせた。この場合において、ＡがＢを角材で殴った行為について、正当防衛が成立する。,×,判例（最判昭52.7.21）。侵害を予期した上で、積極的に相手に加害する意思（積極的加害意思）をもってなされた反撃行為には、正当防衛は成立しない。,,
平成25年度午前第25問,刑法,オ,Ａは、歩行中にすれ違ったＢと軽く肩がぶつかったものの、謝ることなく、立ち去ろうとしたところ、激高したＢがいきなりサバイバル・ナイフを取り出して切り掛かろうとしてきたため、手近にあった立て看板を振り回して対抗し、立て看板が当たったＢに全治1週間程度のけがを負わせた。この場合において、ＡがＢに立て看板を当てた行為について、正当防衛が成立する。,○,判例（最決平20.5.20）。自己の行為（肩がぶつかったこと）が契機となっていても、相手方のナイフによる攻撃等、想定外の重大な侵害に対して防衛行為を行うことは正当防衛として許容される。,,
平成25年度午前第26問,刑法,ア,Ａは、司法書士ではないのに、同姓同名の司法書士が実在することを利用して、Ｂから司法書士の業務を受任した上、当該業務に関連してＢに交付するため、「司法書士Ａ」の名義で報酬金請求書を作成した。この場合には、Ａに私文書偽造罪は成立しない。,×,自己の氏名であっても、特定の資格を有する同姓同名の他人の名義を冒用する意図で作成した場合は、名義人と作成者の人格の同一性が偽られており私文書偽造罪が成立する。,,
平成25年度午前第26問,刑法,イ,Ａは、自己所有の土地が登記記録上Ｂ名義で登記されていたため、たまたまＢから預かっていた印鑑を使用して自己への売渡証書を作成し、Ｂから所有権の移転を受けたとして、その旨の登記を申請し、当該土地に係る登記記録にその旨を記録させた。この場合には、Ａに電磁的公正証書原本不実記録・同供用罪は成立しない。,×,実体上の権利関係（Ａの真実の所有権）に合致する登記であっても、偽造文書を用いて虚似の登記原因（売買等）で登記手続を行った場合、公正証書原本不実記録罪が成立する。,,
平成25年度午前第26問,刑法,ウ,Ａは、Ｂが高齢であることに乗じて、Ｂ所有の土地を第三者に売却することを企て、Ｂに対し、税務署に提出するための確認書であるなどと嘘をついて信じ込ませ、Ｂ所有の土地に係る売買契約書をその売主欄に署名押印させて作成させ、これをＡに交付させた。この場合には、Ａに私文書偽造罪が成立する。,○,判例（最判平5.10.5）。文書の記載内容を偽って他人に署名押印させた場合、作成名義人（Ｂ）に当該文書を作成する意思がないため、欺罔した者（Ａ）による私文書偽造罪の間接正犯が成立する。,,
平成25年度午前第26問,刑法,エ,公立高校の教師であるＡは、落第した生徒に依頼され、その両親に見せるため、当該公立高校の校長名義の卒業証書を偽造し、これを当該生徒の卒業証書であるとして、その両親に見せた。この場合には、Ａに公文書偽造罪が成立するが、同行使罪は成立しない。,×,偽造した卒業証書を両親という特定の者に提示する行為であっても、文書の効用に従った使用であり、偽造公文書行使罪が成立する。,,
平成25年度午前第26問,刑法,オ,Ａは、Ｂに対し、Ｃの代理人であると詐称し、Ｃ所有の土地をＢに売り渡す旨の売買契約書に｢Ｃ代理人Ａ｣として署名押印し、完成した文書をＢに交付した。この場合には、Ａに私文書偽造・同行使罪が成立する。,○,判例（最判昭45.9.4）。権限がないのに他人の代理人と称して文書を作成する行為（代理資格の冒用）は、本人（Ｃ）を名義人とする私文書偽造罪を構成する。,,
平成25年度午前第27問,会社法,ア,定款には、会社の本店の所在地として、日本国外の地を記載し、又は記録することはできない。,○,会社法27条3号の「本店の所在地」は、日本国内にあることを前提としており、内国会社である以上、日本国外の地を本店所在地とすることはできない。,,
平成25年度午前第27問,会社法,イ,定款に、現物出資をする者の氏名又は名称、現物出資の目的財産及びその価額並びにその者に対して割り当てる設立時発行株式の数に関する定めがない場合には、発起人は、その議決権の過半数をもって、これらの事項を決定することができる。,×,現物出資に関する事項は相対的記載事項（変態設立事項）であり、定款に記載または記録しなければその効力を生じない（会社法28条）。発起人の決定で後から追加・決定することはできず、定款の変更が必要である。,,
平成25年度午前第27問,会社法,ウ,発起設立の場合には、発起人は、会社の成立の時までの間、その議決権の3分の2以上に当たる多数をもって、その選任した設立時監査役を解任することができる。,○,会社法43条1項・2項の規定通りである。発起設立における設立時役員等の解任は、発起人の議決権の過半数（設立時監査役の場合は3分の2以上）をもって決定する。,,
平成25年度午前第27問,会社法,エ,募集設立の場合において、設立時募集株式の引受人のうち払込期日に払込金額の全額の払込みをしていない者があるときは、発起人は、当該引受人に対し、別に定めた期日までに当該払込みをしなければならない旨を通知しなければならず、その通知を受けた当該引受人は、その期日までに当該払込みをしないときは、当該払込みをすることにより設立時募集株式の株主となる権利を失う。,×,会社法63条1項によれば、発起人が払込みを催告する場合には「2週間以上の期間」を定めなければならない。「別に定めた期日」と期間の制限なく定められるわけではない点が誤りである。,,
平成25年度午前第27問,会社法,オ,発起人が会社の設立についてその任務を怠ったことにより会社に対して負う損害賠償責任は、当該発起人が職務を行うにつき善意で、かつ、重大な過失がない場合でも、株主総会の特別決議によって免除することはできない。,○,会社法55条の規定通りである。発起人の会社に対する損害賠償責任は、総株主の同意がなければ免除することができない（特別決議では不可）。,,
平成25年度午前第28問,会社法,ア,会社は、取締役会の決議によって募集事項を定めた場合（株主に株式の割当てを受ける権利を与える場合を除く。）には、募集事項において定められた払込期日の2週間前までに、当該募集事項を公告し、かつ、株主に対し、各別にこれを通知しなければならない。,×,会社法201条3項によれば、公開会社が第三者割当増資を行う場合、払込期日の2週間前までに、株主に対して通知「又は」公告をしなければならない。「公告し、かつ、通知」と両方を要求している点が誤り。,,
平成25年度午前第28問,会社法,イ,株主に株式の割当てを受ける権利を与える場合であっても、その払込金額が当該株式の時価よりも相当程度低い金額であるときは、取締役は、株主総会において、当該払込金額でその者の募集をすることを必要とする理由を説明しなければならない。,×,株主割当（会社法202条）においては、既存株主の持株比率に応じた割当てがなされるため、有利発行（有利な金額での発行）による既存株主の利益侵害の問題が生じない。したがって、株主総会での有利発行の理由説明義務（会社法199条3項）は適用されない。,,
平成25年度午前第28問,会社法,ウ,会社が譲渡制限株式である募集株式の引受けの申込みをした者の中から当該募集株式の割当てを受ける者を定める場合には、その決定は、取締役会の決議によらなければならない。,○,会社法204条2項の規定通りである。譲渡制限株式の割当てを受ける者の決定は、原則として株主総会の特別決議によるが、取締役会設置会社においては取締役会の決議による。,,
平成25年度午前第28問,会社法,エ,募集株式の引受人の給付した現物出資財産の価額がこれについて募集事項として定められた価額に著しく不足する場合には、当該定められた価額の決定に関する取締役会に議案を提案した取締役は、裁判所の選任した検査役の調査を経たときであっても、会社に対し、その不足額を支払う義務を負う。,×,現物出資財産の価額が著しく不足する場合の取締役等のてん補責任について、検査役の調査を経た場合には、取締役等はその責任を免除される（会社法213条1項1号）。,,
平成25年度午前第28問,会社法,オ,募集株式の引受人は、出資の履行をした募集株式の株主となった日から1年を経過した後は、その株式について権利を行使していない場合であっても、錯誤を理由として募集株式の引受けの無効を主張することができない。,○,会社法211条2項の規定通りである。法的安定性の観点から、株主となった日から1年を経過した後（又は権利を行使した後）は、錯誤・詐欺・強迫を理由とする取消しや無効の主張は制限される。,,
平成25年度午前第29問,会社法,ア,株式会社は、他の会社から、発行済株式の総数の20分の1を超える数の自己の株式について質権の設定を受けることができないが、親会社株式について質権の設定を受けることはできる。,×,旧商法下では自己株式の質受けに20分の1の制限があったが、現行の会社法においては自己株式を質権の目的として取得することに特段の制限はない。また親会社株式の質受けについても同様に制限はない。,,
平成25年度午前第29問,会社法,イ,株式会社は、自己株式について剰余金の配当をすることができないが、その有する親会社株式について剰余金の配当を受けることはできる。,○,会社法453条等の規定により自己株式には剰余金の配当は行われないが、子会社が保有する親会社株式はあくまで他社株式であるため、親会社からの配当を受領することができる。,,
平成25年度午前第29問,会社法,ウ,株式会社は、吸収分割により、他の会社から、自己の株式を承継することができるが、親会社株式を承継することはできない。,×,子会社による親会社株式の取得は原則禁止されているが（会社法135条1項）、合併や吸収分割等の組織再編行為による包括承継の場合は例外として取得（承継）することが認められている（同条2項2号）。,,
平成25年度午前第29問,会社法,エ,株式会社は、相当の時期に自己株式を処分することを要しないが、相当の時期にその有する親会社株式を処分しなければならない。,○,会社法135条3項の規定通りである。例外的に親会社株式を取得・保有した場合、会社はこれを相当の時期に処分しなければならない義務を負うが、自己株式については処分の義務（保有期限）はない。,,
平成25年度午前第29問,会社法,オ,株券発行会社が自己株式の処分により株式を譲渡する場合には、当該自己株式に係る株券を交付しなくても、その効力が生ずるが、株券発行会社である親会社に係る親会社株式の処分により株式を譲渡する場合には、当該親会社株式に係る株券を交付しなければ、その効力は生じない。,○,自己株式の処分は新株発行に準ずる性質を有し、株式を引き受けた者は払込み等により権利を取得し、その後遅滞なく株券が発行される。これに対し、保有する親会社株式の処分は単なる株券の譲渡（会社法128条）であるため、株券の交付が効力要件となる。,,
平成25年度午前第30問,会社法,ア,会社法所定の要件を満たす株主が取締役に対して株主総会の招集を請求した場合において、その請求があった日から8週間以内の日を株主総会の日とする株主総会の招集の通知が発せられないときは、当該株主は、裁判所の許可を得て、株主総会を招集することができる。,○,会社法297条4項の規定通りである。少数株主による総会招集請求権の行使において、取締役が一定期間内に手続をとらない場合は、裁判所の許可を得て自ら招集できる。,,
平成25年度午前第30問,会社法,イ,定款で定めることにより、取締役が株主総会の日の3日前までに株主に対して株主総会の招集の通知を発しなければならないこととすることができる。,×,取締役会設置会社（非公開会社）における招集通知の発送期限は、原則として株主総会の日の「1週間前」までであり（会社法299条1項）、取締役会設置会社においては定款でこの期間を短縮すること（3日前等）は認められていない。,,
平成25年度午前第30問,会社法,ウ,株主総会の招集の通知は、口頭ですることができる。,×,取締役会設置会社においては、株主総会の招集通知は書面又は電磁的方法により行わなければならない（会社法299条2項）。口頭での通知は認められない。,,
平成25年度午前第30問,会社法,エ,取締役は、株主総会に出席しない株主が書面によって議決権を行使することができる旨を定めた場合においては、株主総会の招集の通知（電磁的方法による通知を除く｡)に際して、株主に対し、株主総会参考書類及び議決権行使書面を交付しなければならない。,○,会社法301条1項の規定通りである。書面投票制度を採用した場合、招集通知に際して参考書類と議決権行使書面の交付が義務付けられる。,,
平成25年度午前第30問,会社法,オ,裁判所は、株主総会に係る招集の手続及び決議の方法を調査するために選任した検査役の報告があった場合において、必要があると認めるときは、取締役に対し、一定の期間内に株主総会を招集すること又は当該調査の結果を株主に通知することの全部又は一部を命じなければならない。,○,会社法306条7項の規定通りである。検査役の報告に基づき、裁判所は取締役に対して株主総会の招集や通知を命ずることができる。,,
平成25年度午前第31問,会社法,ア,甲社が会社法上の公開会社である場合には、同法所定の要件を満たす株主は、Ａに対し、本件行為をやめることを請求することができる。,×,公開会社の取締役会設置会社は監査役設置会社等となるため、株主による取締役の違法行為の差止請求権（会社法360条）の要件は「回復することができない損害が生ずるおそれ」がある場合に限定される。「著しい損害が生ずるおそれ」では要件を満たさない。,,
平成25年度午前第31問,会社法,イ,会社法所定の要件を満たす株主は、Ａを解任する旨の議案が株主総会において否決された場合でなくても、裁判所の許可を得て、訴えをもってＡの解任を請求することができる。,×,株主による取締役の解任の訴え（会社法854条）は、株主総会において解任議案が「否決されたとき」又は「株主総会が招集されないとき」などに限って提起できる。総会で否決されていない段階での訴えは認められない。,,
平成25年度午前第31問,会社法,ウ,甲社が監査役設置会社でない場合においては、取締役Ｂは、本件行為により甲社に著しい損害が生ずるおそれがあることを発見したときは、直ちに、これを株主に報告しなければならない。,○,会社法355条の2（旧会社法下の解釈を含む、現行355条等）において、監査役非設置会社の取締役は、会社に著しい損害を及ぼすおそれのある事実を発見したときは、直ちに株主に報告する義務を負う（監査役がいる場合は監査役に報告する）。,,
平成25年度午前第31問,会社法,エ,甲社が監査役設置会社である場合においては、監査役は、必要があると認めるときは、取締役に対して取締役会の招集を請求することなく、取締役会を招集することができる。,×,監査役が取締役会を招集する場合、原則としてまず「取締役に対して招集を請求」しなければならず、一定期間内に招集通知が発せられない場合に初めて自ら招集できる（会社法383条2項・3項）。,,
平成25年度午前第31問,会社法,オ,甲社が監査役を置いている場合において、その監査役の監査の範囲を会計に関するものに限定する旨の定款の定めがあるときは、監査役は、Ａに対し、本件行為をやめることを請求することができない。,○,監査権限が会計に関するものに限定されている監査役（会社法389条の非適用）は、取締役の業務執行の適法性監査権限を有しないため、取締役の違法行為に対する差止請求権を行使することはできない。,,
平成25年度午前第32問,会社法,ア,この見解は、株式会社における役員等の負うべき責任と持分会社における無限責任社員の負うべき責任との違いを強調する。,○,第2説（直接損害のみ）は、役員は直接的な不法行為等に対してのみ責任を負い、会社の債務の焦げ付き（間接損害）については責任を負わないとする。これは会社の債務を直接負担する無限責任社員との本質的な違いを強調する立場である。,,
平成25年度午前第32問,会社法,イ,この見解に立ち、かつ、会社法第429条第1項に規定する第三者に株主が含まれるとする考え方に立つと、株主代表訴訟制度の意義が失われることになりかねない。,×,これは第1説（間接損害も含む）に向けられる批判である。株主が会社の損害（株価下落等）を自らの損害として直接取締役に請求できるとすれば、会社のために損害を回復する株主代表訴訟の意義が没却される。,,
平成25年度午前第32問,会社法,ウ,この見解は、我が国の現状において、株式会社の中には資本金や純資産が少額の企業が少なくないことを強調する。,×,これは第1説（間接損害も含む）の論拠である。零細企業が多い現状では、会社が倒産した際に債権者保護を図るため、役員に間接損害の責任を負わせる必要があるとする立場である。,,
平成25年度午前第32問,会社法,エ,この見解に立つと、任務を慨怠した役員等の会社に対する損害賠償責任が総株主の同意により免除された場合に、損害を受けた第三者が役員等に対する責任を追及することが困難になりかねない。,○,第2説（直接損害のみ）に立つと、会社の倒産等の間接損害は429条の対象外となる。そのため、会社が役員の責任を免除してしまった場合、債権者は会社を代位しても責任追及できず、債権回収が極めて困難になるという弱点（批判）を指摘するものである。,,
平成25年度午前第32問,会社法,オ,この見解は、債権者が債権者代位権に基づき第三債務者に対し自己に直接債務の弁済を請求することができるかどうかに関する判例の考え方と親和的である。,×,債権者代位権の転用に関する考え方と親和的（債権者が会社の権利を代わりに行使して自己の債権を回収するような機能）なのは、間接損害を含める第1説（法定責任説・代位構成に近い考え方）である。,,
平成25年度午前第33問,会社法,ア,他の会社の事業の全部の譲受けをする株式会社の債権者は、当該株式会社に対し、当該譲受けについて異議を述べることができる。,×,事業譲渡・譲受けは当事者間の個別の財産移転契約にすぎず、会社法上の債権者保護手続（異議手続）は規定されていない（債権者への不利益は詐害行為取消権等で対応する）。,,
平成25年度午前第33問,会社法,イ,株式会社が定時株主総会の決議によって資本金の額を減少する場合において、減少する資本金の額が欠損の額を超えないときは、当該株式会社の債権者は、当該株式会社に対し、当該資本金の額の減少について異議を述べることができない。,×,資本金の額の減少を行う場合、欠損填補目的（減少額が欠損額を超えない）であっても、原則として会社債権者は異議を述べることができる（会社法449条1項。準備金の減少の場合は例外あり）。,,
平成25年度午前第33問,会社法,ウ,組織変更をする合名会社の債権者は、当該合名会社に対し、当該組織変更について異議を述べることができる。,○,持分会社から株式会社への組織変更などにおいて、組織変更をする会社の債権者は、当該組織変更について異議を述べることができる（会社法781条2項）。,,
平成25年度午前第33問,会社法,エ,Ａ株式会社とその発行済株式の全部を有するＢ株式会社とが吸収合併をする場合には、吸収合併存続会社がＢ株式会社であるときでも、Ｂ株式会社の債権者は、Ｂ株式会社に対し、当該吸収合併について異議を述べることができる。,○,吸収合併において、存続会社（Ｂ）の債権者は、原則として吸収合併について異議を述べることができる（会社法799条1項）。簡易合併等であっても債権者保護手続は省略できない。,,
平成25年度午前第33問,会社法,オ,Ｃ株式会社が新設分割をしてＤ株式会社を設立する場合において、新設分割によりＤ株式会社に承継させる資産の帳簿価額の合計額がＣ株式会社の総資産額の5分の1を超えないときは、当該新設分割後にＣ株式会社に対して債務の履行を請求することができないＣ株式会社の債権者は、Ｃ株式会社に対し、当該新設分割について異議を述べることができない。,×,新設分割の場合、吸収分割におけるような「承継資産が5分の1以下（簡易分割）」を理由とする債権者保護手続の免除規定はない。分割後に分割会社に請求できなくなる債権者は異議を述べることができる（会社法810条1項）。,,
平成25年度午前第34問,会社法,ア,合名会社の存続期間を定款で定めなかった場合には、当該合名会社の社員は、退社する6か月前までに退社の予告をすることにより、いつでも退社することができる。,×,会社法606条1項の規定によれば、予告による任意退社は「営業年度の終わりにおいてのみ」することができる。「いつでも」退社できるわけではない点が誤り。,,
平成25年度午前第34問,会社法,イ,合名会社は、社員が後見開始の審判を受けたことによっては退社しない旨を定めることができる。,○,会社法607条2項の規定により、法定退社事由（後見開始の審判等）については、定款で別段の定め（退社しない旨の規定）を設けることが許容されている。,,
平成25年度午前第34問,会社法,ウ,合名会社の社員が退社した場合には、当該合名会社は、当該社員の持分の払戻しに際し、その出資の種類を問わず、金銭で払い戻すことができる。,○,会社法611条3項の規定通りである。労務や信用、現物など出資の種類にかかわらず、退社時の持分払戻しは金銭で行うことができる。,,
平成25年度午前第34問,会社法,エ,合名会社を退社した社員は、その退社後に生じた当該合名会社の債務について、これを弁済する責任を負わない。,×,退社した社員であっても、退社の登記をする前に生じた会社の債務については、引き続き従前の責任（無限責任）を負う（会社法612条）。登記前に生じた債務について「責任を負わない」とする点は誤り。,,
平成25年度午前第34問,会社法,オ,合名会社がその商号中に退社した社員の氏名を用いている場合には、当該社員は、当該合名会社に対し、その氏名の使用をやめることを請求することができる。,○,会社法613条の規定通りである。氏名使用による名板貸し的な責任を回避するため、退社社員は氏名使用の停止を請求することができる。,,
平成25年度午前第35問,商法,ア,数人の者がそのうちいずれの者のためにも商行為とならない行為によって債務を負担した場合であっても、当該行為が債権者のために商行為となるときは、その債務は、当該数人の者が連帯して負担する。,×,商法511条1項の連帯債務の規定は「数人の者がその一人又は全員のために商行為となる行為によって」債務を負担した場合に適用される。債権者のみにとって商行為となるに過ぎない場合は連帯債務とはならない。,,
平成25年度午前第35問,商法,イ,保証人がある場合において、主たる債務者が自己のために商行為となる行為によって主たる債務を負担したときは、当該主たる債務者及び当該保証人が各別の行為によって債務を負担したときであっても、当該保証人は、当該主たる債務者と連帯して債務の履行をする責任を負う。,○,商法511条2項の規定通りである。主たる債務が商行為によって生じた場合、保証債務は連帯保証となる。,,
平成25年度午前第35問,商法,ウ,商人がその営業のために商人でない者に対して金銭を貸し付けた場合には、当該商人は、利息についての定めがないときでも、弁済期において年6分の法定利率による利息を請求することができる。,没問,※法改正により没問。令和2年改正により商事法定利率（年6分）は廃止され、民事法定利率（年3％）に統一されたため、「年6分」を前提とする本肢は没問とする（なお、旧法下では「商人間」の貸付けに限定されていたため、旧法下でも×であった）。,,
平成25年度午前第35問,商法,エ,商人がその営業のために商人でない顧客に対して物品を販売し、当該顧客が売買代金の支払を遅滞した場合において、当事者間に遅延損害金についての定めがないときは、当該商人は、年6分の法定利率による遅延損害金を請求することができる。,没問,※法改正により没問。令和2年改正により商事法定利率は廃止され、民事法定利率（年3％）に統一された。旧法下では○の肢であったが、現行法では×となるため没問とする。,,
平成25年度午前第35問,商法,オ,商人である主たる債務者がその営業のために商人でない者に保証の委託をし、これを受けて当該商人でない者が保証人となった場合において、当該保証人が当該主たる債務者に代わって弁済をしたときは、当該保証人が有する求償権は、5年間行使しないときは、時効によって消滅する。,没問,※法改正により没問。令和2年改正により商事消滅時効（旧商法522条の5年）は廃止され、民法の一般規定（知った時から5年、権利行使できる時から10年）に統一された。単純に「5年」とする旧法の前提は失われている。,,
平成25年度午後第1問,民事訴訟法,ア,訴訟の当事者の一方を相手方とする独立当事者参加の申出があったときは、参加の申出の書面は、当該当事者の一方に送達すれば足りる。,×,独立当事者参加の申出の書面は、当事者双方に送達しなければならない（民事訴訟法47条、42条）。一方のみへの送達では足りない。,,
平成25年度午後第1問,民事訴訟法,イ,独立当事者参加の申出においては、参加の趣旨だけでなく、その理由も、明らかにしなければならない。,○,民事訴訟規則16条の規定通りである。参加の申出には、参加の趣旨及び理由を明らかにしなければならない。,,
平成25年度午後第1問,民事訴訟法,ウ,独立当事者参加の申出は、第一審の口頭弁論終結の時までにしなければならない。,×,独立当事者参加の申出は、第一審に限らず、控訴審の口頭弁論終結の時まで行うことができる。,,
平成25年度午後第1問,民事訴訟法,エ,独立当事者参加をした者がある場合において、当事者の一人について訴訟手続の中断の原因があるときは、その中断は、全員についてその効力を生ずる。,○,民事訴訟法47条4項、40条3項の規定通りである。独立当事者参加の場合、合一確定の要請から、一人について生じた中断の効力は全員に及ぶ。,,
平成25年度午後第1問,民事訴訟法,オ,独立当事者参加をした者がある場合において、参加前の原告又は被告が口頭弁論をしたときは、その原告又は被告は、当該訴訟から脱退することができない。,×,民事訴訟法48条の規定により、参加前の原告又は被告は、相手方の承諾を得れば、口頭弁論をした後であっても訴訟から脱退することができる。,,
平成25年度午後第2問,民事訴訟法,ア,当事者が死亡した場合において、その相続人は、相続の放棄をすることができる間であっても、訴訟手続を受け継ぐことができる。,×,民事訴訟法124条2項の規定により、相続人は、相続の放棄をすることができる間は、訴訟手続を受け継ぐことができない。,,
平成25年度午後第2問,民事訴訟法,イ,労働契約上の地位を有することの確認を求める訴えを提起していた原告がその訴訟の係属中に死亡したときは、当該訴訟は、当然に終了する。,○,労働契約上の地位等の帰属に関する権利義務は一身専属的なものであり、相続の対象とならないため、当事者の死亡により訴訟は当然に終了する（最判平4.2.18）。,,
平成25年度午後第2問,民事訴訟法,ウ,当事者が死亡した場合において、その相続人が訴訟手続を受け継いだときは、既にされていた訴訟行為は、その相続人の利益となる限度においてのみその効力を生ずる。,×,相続人が訴訟手続を受け継いだ場合、被相続人がした訴訟行為は、利益・不利益を問わずそのまま相続人に効力を生ずる。,,
平成25年度午後第2問,民事訴訟法,エ,当事者が死亡した場合において、訴訟代理人がある間は、訴訟手続は、中断しない。,○,民事訴訟法124条2項の規定により、当事者が死亡しても、訴訟代理人がある場合には訴訟手続は中断しない。,,
平成25年度午後第2問,民事訴訟法,オ,判決書の正本の送達後に当事者が死亡したことによりその進行を停止した控訴期間については、訴訟手続の受継の通知又はその続行の時から、新たに全期間の進行を始める。,○,民事訴訟法132条1項、133条2項の規定通りである。中断等によって進行を停止した期間は、受継等の時から新たに全期間の進行を始める。,,
平成25年度午後第3問,民事訴訟法,ア,所有権に基づく土地の明渡請求訴訟において、原告が被告に対して当該土地の使用を許した事実を原告自身が主張し、裁判所がこれを確定した場合には、被告が当該事実を自己の利益に援用しなかったときでも、裁判所は、当該事実を判決の基礎とすることができる。,○,弁論主義の下でも、いずれかの当事者が事実を主張していれば足りる（主張共通の原則）。原告が主張した事実を被告が援用しなくても、裁判所は判決の基礎とすることができる。,,
平成25年度午後第3問,民事訴訟法,イ,裁判所は、原告及び被告の間に仲裁の合意があることが証拠から認められる場合には、被告が当該合意の存在を主張していないときであっても、訴えを却下することができる。,×,仲裁合意の存在は妨訴抗弁であり、被告からの主張（抗弁の提出）がなければ、裁判所が職権で考慮して訴えを却下することはできない（仲裁法14条1項）。,,
